campus,title,dept,annual_ftr,ftr_basis,frac_fte,amt_from_gen_fund
Ann Arbor,leo lecturer iv,G. Ford Sc Pub Pol,156601.56,9-Month,0.5,78300.78
Ann Arbor,visiting asst professor,Aerospace Engineering,57500,12-Month,1,0
Ann Arbor,asst professor,GSA - Administration (GSA/ADM),153980.75,12-Month,0.85,0
Ann Arbor,leo intermittent lecturer,Law School,122155.82,8-Month,0.2,24156.64
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",64658.7,12-Month,0.05,3232.94
Ann Arbor,adjunct clin asst professor,DENT Dental Hygiene,51211.14,12-Month,0.35,17923.9
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",90087.32,9-Month,1,90087.32
Ann Arbor,leo lecturer iii,School of Information,113300,12-Month,1,113300
Ann Arbor,research asst professor,GSA - Administration (GSA/ADM),70766.8,12-Month,1,0
Ann Arbor,leo lecturer ii,SOE-CSHPE,71162.98,8-Month,0.12,8795.44
Ann Arbor,leo lecturer ii,SOE- Teacher Education,63086.43,8-Month,0.3,18713.28
Ann Arbor,professor,LSA Molec./Cell./Develop. Bio,119920,9-Month,0.5,59960
Ann Arbor,assoc professor,EECS - CSE Division,128325,9-Month,1,109076.25
Ann Arbor,asst professor,Orthopaedic Surgery,115000,12-Month,1,0
Ann Arbor,asst professor,Health Management and Policy,100400,9-Month,1,96133
Ann Arbor,professor,Transplant Surgery (STX),220000,12-Month,1,0
Ann Arbor,asst professor,GSA - Administration (GSA/ADM),220000,12-Month,1,0
Ann Arbor,assoc professor,School of Social Work,140000,9-Month,1,98000
Ann Arbor,professor,Emergency Medicine UM CES,225000,12-Month,1,26496
Ann Arbor,professor,LSA Psychology,121470.36,9-Month,0.5,60735.18
Ann Arbor,asst professor,LSA Sociology,92000,9-Month,1,92000
Ann Arbor,asst professor,COE EECS - ECE Division,107087,9-Month,1,107087
Ann Arbor,professor,Neurosurgery,275000,12-Month,1,0
Ann Arbor,professor,EECS - CSE Division,179862,9-Month,1,152882.7
Ann Arbor,asst professor,Family Medicine,104037,12-Month,1,0
Ann Arbor,assoc professor,Coll of Arch & Urban Planning,92401,9-Month,1,92401
Ann Arbor,asst professor,Anesthesiology Department,206000,12-Month,1,0
Ann Arbor,assoc professor,LSA Slavic Languages & Lit.,94044,9-Month,1,94044
Ann Arbor,assoc professor,LSA Philosophy,127392,9-Month,1,127392
Ann Arbor,clinical professor,Psychiatry Department,220000,12-Month,1,4994
Ann Arbor,assoc professor,Naval Arch & Marine Dept,132750,9-Month,1,61728.75
Ann Arbor,leo lecturer iv,LSA Slavic Languages & Lit.,74976.5,9-Month,0.67,50234.25
Ann Arbor,leo lecturer iv,LSA UG: Residential College,74976.57,9-Month,0.33,24742.27
Ann Arbor,professor,LSA Slavic Languages & Lit.,104253,9-Month,1,104253
Ann Arbor,leo lecturer iv,LSA English Language & Lit.,79688.88,9-Month,1,79688.88
Ann Arbor,clinical professor,Int Med-Infectious Diseases,225000,12-Month,0.44,1107.81
Ann Arbor,professor,LSA Chemistry,120700,9-Month,1,120700
Ann Arbor,professor,Int Med-Hematology/Oncology,225000,12-Month,1,13851
Ann Arbor,leo intermittent lecturer,CoE Integrative Sys & Design,92289.88,8-Month,0.3,27375.84
Ann Arbor,assoc professor,Ross School of Business,280000,9-Month,1,280000
Ann Arbor,assoc professor,Ross School of Business,280000,9-Month,1,280000
Ann Arbor,adjunct clin asst professor,Anesthesiology Department,150720,12-Month,0.17,0
Ann Arbor,professor,LSA Middle East Studies,120000,9-Month,0.5,60000
Ann Arbor,professor,LSA Romance Languages & Lit.,120000,9-Month,0.25,30000
Ann Arbor,professor,LSA UG: Honors,120000,9-Month,0.25,30000
Ann Arbor,leo lecturer iv,LSA Psychology,83566.7,9-Month,1,83566.7
Ann Arbor,leo adjunct lecturer,Epidemiology Department,53920,8-Month,0.25,13328.56
Ann Arbor,professor,Anesthesiology Department,236750,12-Month,1,0
Ann Arbor,professor,Ross School of Business,331000,9-Month,1,183572.6
Ann Arbor,research professor,Climate and Space Sciences Eng,142046,12-Month,1,14204.6
Ann Arbor,clinical lecturer,Dermatology Department,89250,12-Month,0.4,0
Ann Arbor,assoc professor,Nutritional Sciences,109025,9-Month,1,103573.75
Ann Arbor,assoc professor,LSA Asian Languages & Cultures,97360,9-Month,1,97360
Ann Arbor,asst professor,LSA Sociology,105000,9-Month,1,105000
Ann Arbor,professor,Nuclear Eng & Radiological Sci,166036,9-Month,1,166036
Ann Arbor,leo adjunct lecturer,Materials Science & Engin.,85834,8-Month,0.3,25460.88
Ann Arbor,clinical lecturer,Emergency Medicine UM CES,183223,12-Month,1,0
Ann Arbor,leo lecturer iv,LSA Sweetland Writing Center,71422.2,9-Month,1,71422.2
Ann Arbor,leo adjunct lecturer,LSA UG: Curriculum Support,52530,8-Month,0.11,5765.28
Ann Arbor,professor,Coll of Arch & Urban Planning,103833,9-Month,1,103833
Ann Arbor,assoc professor,LSA Philosophy,118824,9-Month,1,118824
Ann Arbor,professor,LSA Anthropology,134576,9-Month,1,134576
Ann Arbor,leo lecturer i,"School of Music,Theatre&Dance",51000,8-Month,0.1,5042.72
Ann Arbor,professor,School of Nursing,158445.4,9-Month,1,110694.71
Ann Arbor,leo lecturer ii,Stamps School of Art & Design,60267.78,8-Month,1,59590.64
Ann Arbor,leo intermittent lecturer,SOE- Teacher Education,51000,8-Month,0.3,15128.08
Ann Arbor,leo lecturer ii,LSA Political Science,79513.28,9-Month,1,79513.28
Ann Arbor,assoc professor,LSA Physics,106375,9-Month,1,106375
Ann Arbor,professor,EECS - CSE Division,173888,9-Month,1,147804.8
Ann Arbor,clinical professor,Neurology Department,207692,12-Month,1,0
Ann Arbor,research professor,Life Sciences Institute-Admin,231407.38,12-Month,0.5,0
Ann Arbor,leo lecturer i,Stamps School of Art & Design,52530,8-Month,1,51939.76
Ann Arbor,asst professor,School of Information,123600,9-Month,1,123600
Ann Arbor,leo lecturer iii,LSA II: Prg Intl Comp Studies,60177.75,9-Month,1,60177.75
Ann Arbor,professor,LSA Anthropology,186826,12-Month,0.5,84071.7
Ann Arbor,clinical professor,Psychiatry Department,220000,12-Month,1,42528.2
Ann Arbor,clinical professor,Int Med-Rheumatology,225000,12-Month,0.7,2819.25
Ann Arbor,leo lecturer iv,"LSA Film,Television,and Media",70040,9-Month,1,70040
Ann Arbor,professor,Int Med-Nephrology,225000,12-Month,0.75,33750
Ann Arbor,leo lecturer iv,LSA Classical Studies,75190,9-Month,1,75190
Ann Arbor,asst professor,Int Med-Nephrology,175639,12-Month,1,31729.19
Ann Arbor,professor,Stamps School of Art & Design,115422.79,9-Month,1,115422.79
Ann Arbor,professor,LSA Germanic Languages & Lit.,180017,9-Month,0.5,90008.5
Ann Arbor,professor,LSA Political Science,180017,9-Month,0.5,90008.5
Ann Arbor,professor,Int Med-Infectious Diseases,225000,12-Month,1,6925.5
Ann Arbor,assoc professor,Int Med-Rheumatology,224267,12-Month,0.75,0
Ann Arbor,leo lecturer ii,LSA Classical Studies,77464.9,9-Month,1,77464.9
Ann Arbor,leo lecturer ii,LSA Germanic Languages & Lit.,62150.19,9-Month,1,62150.19
Ann Arbor,clinical lecturer,Department of Radiology,75338,12-Month,1,0
Ann Arbor,professor,Materials Science & Engin.,162000,9-Month,1,153900
Ann Arbor,assoc professor,EECS - CSE Division,125500,9-Month,1,117970
Ann Arbor,professor,LSA Chemistry,157132,9-Month,1,157132
Ann Arbor,assoc professor,Obstetrics and Gynecology Dept,200000,12-Month,1,1784
Ann Arbor,professor,LSA Anthropology,144419,9-Month,0.75,108314.25
Ann Arbor,professor,Program in the Environment,144419,9-Month,0.25,36104.75
Ann Arbor,clinical lecturer,Department of Radiology,200000,12-Month,1,0
Ann Arbor,assoc professor,Stamps School of Art & Design,111284.23,9-Month,1,111284.23
Ann Arbor,leo lecturer iv,Climate and Space Sciences Eng,151820.97,9-Month,0.35,53137.34
Ann Arbor,assoc professor,Microbiology and Immunology,124477.33,12-Month,1,47301.39
Ann Arbor,adjunct clin asst professor,DENT Periodontics and Oral Med,68775,12-Month,0.2,13755
Ann Arbor,assoc professor,Industrial & Operations Engin,119701,9-Month,1,119701
Ann Arbor,professor,Pediatrics-Genetics,225000,12-Month,1,11250
Ann Arbor,assoc professor,Epidemiology Department,115925,9-Month,1,0
Ann Arbor,professor,LSA Sociology,195000,9-Month,1,195000
Ann Arbor,asst professor,"School of Music,Theatre&Dance",75718.83,9-Month,1,75718.83
Ann Arbor,leo adjunct lecturer,LSA English Language & Lit.,51000,8-Month,0.33,16804.8
Ann Arbor,leo lecturer i,School of Social Work,56208,8-Month,0.5,27788.24
Ann Arbor,professor,Aerospace Engineering,163500,9-Month,1,130800
Ann Arbor,asst professor,LSA Mathematics,59000,9-Month,1,59000
Ann Arbor,research asst professor,Psychiatry Department,81000,12-Month,1,0
Ann Arbor,leo lecturer iv,LSA History,71131.85,9-Month,1,71131.85
Ann Arbor,professor,Anesthesiology Department,254828,12-Month,1,4930.92
Ann Arbor,asst professor,Civil & Environmental Engr,102016,9-Month,1,102016
Ann Arbor,professor,Ross School of Business,193600,9-Month,1,193600
Ann Arbor,leo intermittent lecturer,School of Social Work,51008,8-Month,0.25,12608.72
Ann Arbor,professor,LSA Comparative Literature,117959,9-Month,0.5,58979.5
Ann Arbor,professor,LSA History,117959,9-Month,0.5,58979.5
Ann Arbor,professor,LSA Astronomy,144288,9-Month,1,144288
Ann Arbor,asst professor,Int Med-Nephrology,168875,12-Month,1,26656.92
Ann Arbor,assoc professor,COE EECS - ECE Division,122798,9-Month,1,61399
Ann Arbor,asst professor,Anesthesiology Department,190700,12-Month,1,0
Ann Arbor,professor,SMTD Department of Dance,94445.38,9-Month,1,94445.38
Ann Arbor,professor,LSA American Culture,145000,9-Month,0.25,0
Ann Arbor,professor,LSA English Language & Lit.,145000,9-Month,0.75,0
Ann Arbor,leo lecturer i,LSA UG: Residential College,52530,8-Month,1,51939.76
Ann Arbor,assoc professor,SOE-Educational Studies,118000,9-Month,1,118000
Ann Arbor,adjunct clin asst professor,DENT Ortho/Peds Dentistry,68775.16,12-Month,0.25,17193.79
Ann Arbor,leo lecturer i,"School of Music,Theatre&Dance",52530,8-Month,0.25,12984.96
Ann Arbor,professor,LSA Chemistry,177206,9-Month,1,155055.25
Ann Arbor,assoc professor,Psychiatry Department,232000,12-Month,0.54,15590.81
Ann Arbor,assoc professor,DENT Prosthodontics,138379.85,12-Month,1,138379.85
Ann Arbor,professor,Pharmacology Department,162240,12-Month,1,148379.84
Ann Arbor,professor,Ross School of Business,277500,9-Month,1,125013.75
Ann Arbor,leo lecturer ii,"School of Music,Theatre&Dance",59122,9-Month,0.5,29561
Ann Arbor,clinical professor,Radiation Oncology - Physics,223972.24,12-Month,1,0
Ann Arbor,asst professor,LSA Judaic Studies,77489,9-Month,1,77489
Ann Arbor,professor,Mechanical Engineering,258618,9-Month,1,103447.2
Ann Arbor,professor,COE EECS - ECE Division,256676,12-Month,0.5,19250.7
Ann Arbor,professor,EECS - CSE Division,256676,12-Month,0.5,19250.7
Ann Arbor,assoc professor,SMTD Department of Theatre,77174.98,9-Month,1,77174.98
Ann Arbor,leo lecturer ii,LSA Romance Languages & Lit.,57538.38,9-Month,1,57538.38
Ann Arbor,professor,"School of Music,Theatre&Dance",192547.88,9-Month,1,192547.88
Ann Arbor,assoc professor,Nuclear Eng & Radiological Sci,129500,9-Month,1,103600
Ann Arbor,professor,School of Nursing,197690,9-Month,1,57114.62
Ann Arbor,clinical lecturer,GSA - Administration (GSA/ADM),75000,12-Month,1,0
Ann Arbor,professor,SOE-CSHPE,199333.87,9-Month,1,199333.87
Ann Arbor,leo intermittent lecturer,School of Information,91846,8-Month,0.25,22703.52
Ann Arbor,professor,"School of Music,Theatre&Dance",130000.61,9-Month,1,130000.61
Ann Arbor,leo lecturer i,LSA English Language & Lit.,51000,8-Month,1,50426.96
Ann Arbor,professor,DENT Periodontics and Oral Med,537148,12-Month,0.2,67969.63
Ann Arbor,asst professor,LSA Mathematics,62000,9-Month,1,59470.4
Ann Arbor,assoc professor,LSA Psychology,95195,9-Month,0.25,23798.75
Ann Arbor,assoc professor,LSA Women's Studies,95195,9-Month,0.75,71396.25
Ann Arbor,assoc professor,Civil & Environmental Engr,124500,9-Month,0.75,87149.69
Ann Arbor,clinical professor,Naval Arch & Marine Dept,190000,9-Month,0.83,157700
Ann Arbor,professor,LSA Comparative Literature,190000,9-Month,0.12,23750
Ann Arbor,professor,LSA Romance Languages & Lit.,190000,9-Month,0.25,47500
Ann Arbor,professor,LSA Women's Studies,190000,9-Month,0.12,23750
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,52530,8-Month,1,51939.76
Ann Arbor,asst professor,LSA Chemistry,91255,9-Month,1,91255
Ann Arbor,professor,School of Nursing,161221.68,9-Month,1,131627.83
Ann Arbor,assoc professor,Health Management and Policy,125625,9-Month,1,125625
Ann Arbor,leo lecturer iv,Coll of Arch & Urban Planning,93353.09,9-Month,1,93353.09
Ann Arbor,professor,Coll of Arch & Urban Planning,135987,9-Month,1,135987
Ann Arbor,professor,Int Med-Rheumatology,225000,12-Month,1,0
Ann Arbor,leo lecturer iv,LSA Sweetland Writing Center,77534.6,9-Month,1,77534.6
Ann Arbor,leo lecturer i,LSA UG: English Language Inst,52530,8-Month,0.4,20775.92
Ann Arbor,clinical professor,"DENTCariology,Restor Sci &Endo",177429.76,12-Month,1,133072.32
Ann Arbor,leo lecturer i,CoE Ctr for Entrepreneurship,77250,8-Month,0.1,7638.24
Ann Arbor,leo lecturer iv,LSA Sociology,90719.44,9-Month,1,90719.44
Ann Arbor,assoc professor,Coll of Arch & Urban Planning,122650,9-Month,1,122650
Ann Arbor,leo lecturer ii,LSA Sociology,87538.88,9-Month,1,87538.88
Ann Arbor,research professor,SRC-Psid,224000,12-Month,1,0
Ann Arbor,professor,LSA Anthropology,147384,9-Month,1,147384
Ann Arbor,leo lecturer ii,Stamps School of Art & Design,57729.5,8-Month,0.33,18836.72
Ann Arbor,adjunct clin asst professor,DENT Periodontics and Oral Med,67000,12-Month,0.11,0
Ann Arbor,clinical professor,Pathology Department,200000,12-Month,1,0
Ann Arbor,professor,Psychiatry Department,220000,12-Month,1,12971.2
Ann Arbor,assoc professor,LSA Germanic Languages & Lit.,106352,9-Month,1,106352
Ann Arbor,professor,LSA Physics,172813,9-Month,0.25,43203.25
Ann Arbor,assoc professor,Family Medicine,161469,12-Month,1,6458.76
Ann Arbor,professor emeritus/a,Pathology Department,188084.92,12-Month,0.1,0
Ann Arbor,leo lecturer i,Stamps School of Art & Design,51000,8-Month,1,50426.96
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",72130.4,12-Month,0.1,7213.04
Ann Arbor,leo lecturer ii,LSA English Language & Lit.,55828.58,8-Month,1,55201.28
Ann Arbor,clinical professor,Radiation Oncology - Ann Arbor,341378.23,12-Month,1,0
Ann Arbor,professor,Int Med-Cardiology,225000,12-Month,0.5,1386
Ann Arbor,asst professor,Obstetrics and Gynecology Dept,175000,12-Month,1,1750
Ann Arbor,leo intermittent lecturer,School of Information,160000,8-Month,0.1,16000
Ann Arbor,research asst professor,Neurology Department,64493,12-Month,1,0
Ann Arbor,professor,LSA Psychology,206408.21,9-Month,1,206408.21
Ann Arbor,professor,Int Med-General Medicine,225000,12-Month,1,1635.75
Ann Arbor,asst professor,LSA History of Art,80000,9-Month,1,80000
Ann Arbor,assoc professor,Coll of Arch & Urban Planning,130424,9-Month,1,130424
Ann Arbor,clinical lecturer,Pathology Department,80590.4,12-Month,1,0
Ann Arbor,professor emeritus/a,DENT Ortho/Peds Dentistry,229522.27,12-Month,0.2,45904.45
Ann Arbor,leo lecturer iv,"LSA Film,Television,and Media",94734.65,9-Month,1,94734.65
Ann Arbor,leo lecturer ii,CoE Ctr for Entrepreneurship,102212.55,8-Month,0.3,30319.2
Ann Arbor,professor,LSA Chemistry,187500,9-Month,0.75,140625
Ann Arbor,professor,LSA UG: Honors,187500,9-Month,0.25,46875
Ann Arbor,leo lecturer iii,LSA Linguistics,81820.63,9-Month,1,81820.63
Ann Arbor,professor emeritus/a,Radiation Oncology - Physics,206130,12-Month,0.2,0
Ann Arbor,research asst professor,Neurology Department,70246,12-Month,1,0
Ann Arbor,asst professor,Family Medicine,101475,12-Month,1,0
Ann Arbor,leo lecturer iii,Law School,207111.76,12-Month,1,0
Ann Arbor,professor,PM&R,168000,12-Month,1,16800
Ann Arbor,leo lecturer ii,LSA Germanic Languages & Lit.,59122,8-Month,1,58457.68
Ann Arbor,professor,LSA Political Science,179379,9-Month,0.75,134534.25
Ann Arbor,professor,LSA Statistics,179379,9-Month,0.25,44844.75
Ann Arbor,leo adjunct lecturer,LSA English Language & Lit.,51000,8-Month,0.33,16804.8
Ann Arbor,assoc professor,Int Med-General Medicine,221827,12-Month,0.75,12482.39
Ann Arbor,leo lecturer i,Coll of Arch & Urban Planning,59740,8-Month,0.5,29534.4
Ann Arbor,adjunct clinical lecturer,"DENTCariology,Restor Sci &Endo",52850.77,12-Month,0.3,15855.23
Ann Arbor,professor,LSA American Culture,128844,9-Month,0.25,32211
Ann Arbor,professor,LSA Anthropology,128844,9-Month,0.5,64422
Ann Arbor,professor,LSA Linguistics,128844,9-Month,0.25,32211
Ann Arbor,professor,Environmental Health Sciences,180250,9-Month,0.75,48649.93
Ann Arbor,asst professor,Family Medicine,104037,12-Month,1,0
Ann Arbor,clinical lecturer,Pediatrics-Neonatal/Perinatal,121900,12-Month,0.68,828.92
Ann Arbor,professor,COE EECS - ECE Division,189726,9-Month,1,189726
Ann Arbor,professor,LSA Mathematics,155570.47,9-Month,1,155570.47
Ann Arbor,asst professor,Hlth Behavior & Hlth Ed Dept,99960,9-Month,1,39984
Ann Arbor,clinical professor,Pathology Department,195000,12-Month,1,0
Ann Arbor,assoc professor,Materials Science & Engin.,123585,9-Month,0.75,86509.19
Ann Arbor,assoc professor,Biomedical Engineering,115500,9-Month,0.25,28875
Ann Arbor,asst professor,Ross School of Business,224500,9-Month,1,224500
Ann Arbor,clinical professor,PHARMACY Clinical Pharmacy,144106,12-Month,1,28821.2
Ann Arbor,professor,School of Information,179621,9-Month,1,179621
Ann Arbor,leo lecturer ii,Coll of Arch & Urban Planning,55828.56,8-Month,1,55201.28
Ann Arbor,professor,LSA Biophysics,143764,9-Month,0.5,71882
Ann Arbor,professor,LSA Physics,143764,9-Month,0.5,71882
Ann Arbor,professor,Human Genetics Department,210255.66,12-Month,1,101095.13
Ann Arbor,asst professor,Int Med-Gastroenterology,225000,12-Month,1,68751
Ann Arbor,leo lecturer ii,LSA UG: Comprehensive Studies,77020.91,9-Month,1,77020.91
Ann Arbor,assoc professor,Ross School of Business,190000,9-Month,1,190000
Ann Arbor,assoc professor,Civil & Environmental Engr,123300,9-Month,1,123300
Ann Arbor,leo intermittent lecturer,LSA UG: English Language Inst,52530,8-Month,0.4,20775.92
Ann Arbor,leo lecturer iv,LSA UG: Residential College,83159.48,9-Month,1,83159.48
Ann Arbor,professor,Law School,265286,9-Month,1,159171.6
Ann Arbor,professor,Epidemiology Department,168825,9-Month,1,130391.99
Ann Arbor,assoc professor,Health Management and Policy,128562,9-Month,1,64281
Ann Arbor,professor,Law School,211989,9-Month,0.5,105994.5
Ann Arbor,assoc professor,LSA English Language & Lit.,95195,9-Month,0.25,23798.75
Ann Arbor,assoc professor,LSA Women's Studies,95195,9-Month,0.75,71396.25
Ann Arbor,research associate professor,Psychiatry Department,120500.39,12-Month,1,6025.02
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",86993.89,9-Month,1,86993.89
Ann Arbor,professor,Pediatrics-Endocrinology,239363,12-Month,1,2393.63
Ann Arbor,leo lecturer ii,Ross School of Business,152060.51,8-Month,0.5,75176
Ann Arbor,professor,Int Med-Hematology/Oncology,225000,12-Month,1,6689.25
Ann Arbor,clinical lecturer,Anesthesiology Department,185000,12-Month,1,0
Ann Arbor,professor,LSA Physics,181355,9-Month,1,181355
Ann Arbor,assoc professor,LSA Asian Languages & Cultures,101090,9-Month,0.5,50545
Ann Arbor,assoc professor,LSA Comparative Literature,101090,9-Month,0.5,50545
Ann Arbor,leo intermittent lecturer,SOE-Educational Studies,51000,8-Month,0.25,12606.72
Ann Arbor,professor,SOE-Educational Studies,129800,9-Month,1,90860
